taxon_name,subphylum,class,order,suborder,superfamily,family,taxon_subfamily,taxon_genus,fad_int,lad_int,fad_age,lad_age,max_length,calc_max_vol
Lingulellotreta,Linguliformea,Lingulata,Lingulida,,Linguloidea,Lingulellotretidae,,Lingulellotreta,Stage 3,Stage 4,521,509,2.18502994,1.835854358
Mirilingula,Linguliformea,Lingulata,Lingulida,,Linguloidea,Lingulellotretidae,,Mirilingula,Paibian,Tremadocian,497,477.7,9.612,119.4696183
Vaculina,Linguliformea,Lingulata,Lingulida,,Linguloidea,Lingulellotretidae,,Vaculina,Drumian,Drumian,504.5,500.5,21.32,1128.360251
Glottidia,Linguliformea,Lingulata,Lingulida,,Linguloidea,Lingulidae,Glottidiinae,Glottidia,Maastrichtian,Holocene,72.1,0,23.26111111,1442.500635
Apsilingula,Linguliformea,Lingulata,Lingulida,,Linguloidea,Lingulidae,,Apsilingula,Frasnian,Famennian,382.7,358.9,18.08214286,709.2618798
Barroisella,Linguliformea,Lingulata,Lingulida,,Linguloidea,Lingulidae,,Barroisella,Frasnian,Serpukhovian,382.7,323.2,8.320967742,79.56008403
Credolingula,Linguliformea,Lingulata,Lingulida,,Linguloidea,Lingulidae,,Credolingula,Albian,Albian,113,100.5,22.02777778,1237.161981
Langella,Linguliformea,Lingulata,Lingulida,,Linguloidea,Lingulidae,,Langella,Tournaisian,Changhsingian,358.9,251.9,7.553333333,60.5635412
Lingula,Linguliformea,Lingulata,Lingulida,,Linguloidea,Lingulidae,,Lingula,Maastrichtian,Holocene,72.1,0,69.6625,31757.71628
Lingularia,Linguliformea,Lingulata,Lingulida,,Linguloidea,Lingulidae,,Lingularia,Tournaisian,Priabonian,358.9,33.9,24.37647059,1646.073098
Semilingula,Linguliformea,Lingulata,Lingulida,,Linguloidea,Lingulidae,,Semilingula,Asselian,Changhsingian,298.9,251.9,16.156,516.3303516
Elliptoglossa,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Elliptoglossinae,Elliptoglossa,Tremadocian,Katian,485.4,445.2,2.944642857,4.256670767
Lingulops,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Elliptoglossinae,Lingulops,Sandbian,Ludfordian,458.4,423,4.279,12.20590358
Anx,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Glossellinae,Anx,Sandbian,Hirnantian,458.4,443.8,2.686324786,3.286075128
Casquella,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Glossellinae,Casquella,Katian,Katian,453,445.2,13.44705882,307.7938865
Ectenoglossa,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Glossellinae,Ectenoglossa,Floian,Dapingian,477.7,467.3,43.15833333,8236.593215
Fezzanoglossa,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Glossellinae,Fezzanoglossa,Sandbian,Caradoc,458.4,449,22.45714286,1306.345048
Glossella,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Glossellinae,Glossella,Floian,Caradoc,477.7,449,10.98333333,173.9870288
Glyptoglossella,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Glossellinae,Glyptoglossella,Sandbian,Caradoc,458.4,449,18.81764706,793.6213615
Lachrymula,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Glossellinae,Lachrymula,Tournaisian,Serpukhovian,358.9,323.2,6.742857143,43.98099276
Leptobolus,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Glossellinae,Leptobolus,Darriwilian,Hirnantian,467.3,443.8,2.657142857,3.186447221
Libyaeglossa,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Glossellinae,Libyaeglossa,Sandbian,Caradoc,458.4,449,27.51764706,2316.466624
Pachyglossella,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Glossellinae,Pachyglossella,Darriwilian,Caradoc,467.3,449,16.748,571.4538907
Plectoglossa,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Glossellinae,Plectoglossa,Floian,Hirnantian,477.7,443.8,8.835714286,94.22632091
Rafanoglossa,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Glossellinae,Rafanoglossa,Floian,Hirnantian,477.7,443.8,6.175862069,34.33542343
Spondyglossella,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Glossellinae,Spondyglossella,Tremadocian,Darriwilian,485.4,458.4,4.818478261,17.05779257
Tunisiglossa,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Glossellinae,Tunisiglossa,Tremadocian,Tremadocian,485.4,477.7,21.41666667,1142.840402
Aksarinaia,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Aksarinaia,Stage 3,Drumian,521,500.5,1.993478261,1.417506956
Anomaloglossa,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Anomaloglossa,Katian,Katian,453,445.2,51.7,13702.67953
Apatobolus,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Apatobolus,Floian,Sandbian,477.7,453,5.483333333,24.55551319
Atansoria,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Atansoria,Katian,Katian,453,445.2,1.940869565,1.314576102
Barbatulella,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Barbatulella,Ashgill,Ashgill,449,445.2,6.234285714,35.25886545
Dicellomus,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Dicellomus,Stage 4,Stage 10,514,485.4,5.037037037,19.32971638
Eodicellomus,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Eodicellomus,Stage 3,Stage 3,521,514,4.318888889,12.52934932
Expellobolus,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Expellobolus,Tremadocian,Darriwilian,485.4,458.4,15.88095238,491.9351659
Experilingula,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Experilingula,Paibian,Stage 10,497,485.4,2.984782609,4.422258733
Fordinia,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Fordinia,Stage 4,Stage 10,514,485.4,5.994827586,31.57348205
Foveola,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Foveola,Tremadocian,Darriwilian,485.4,458.4,9.8,126.1737881
Kyrshabaktella,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Kyrshabaktella,Stage 3,Drumian,521,500.5,0.834834835,0.121907732
Leontiella,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Leontiella,Darriwilian,Darriwilian,467.3,458.4,21.7,1185.971459
Leptembolon,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Leptembolon,Tremadocian,Dapingian,485.4,467.3,18.935,807.6510717
Lindinella,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Lindinella,Stage 3,Drumian,521,500.5,15.5125,460.4389748
Lingulella,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Lingulella,Paibian,Hirnantian,497,443.8,13.85714286,334.9914003
Lingulepis,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Lingulepis,Stage 4,Stage 10,514,485.4,17.53478261,650.397029
Lingulobolus,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Lingulobolus,Tremadocian,Floian,485.4,470,22.41666667,1299.719258
Notiobolus,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Notiobolus,Stage 4,Drumian,514,500.5,8.757894737,91.90581815
Obolus,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Obolus,Stage 3,Tremadocian,521,477.7,9.76969697,125.0771738
Oepikites,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Oepikites,Stage 4,Stage 10,514,485.4,7.456,58.38943947
Palaeobolus,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Palaeobolus,Stage 3,Drumian,521,500.5,15.37727273,449.214835
Palaeoglossa,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Palaeoglossa,Tremadocian,Caradoc,485.4,449,9.602631579,119.1416954
Pseudobolus,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Pseudobolus,Darriwilian,Caradoc,467.3,449,13.385,303.8067719
Schmidtites,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Schmidtites,Paibian,Stage 10,497,485.4,5.3,22.31107393
Sinoglossa,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Sinoglossa,Stage 4,Stage 10,514,485.4,1.040333333,0.226682776
Spinilingula,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Spinilingula,Dapingian,Darriwilian,470,458.4,2.842168675,3.852217875
Trigonoglossa,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Trigonoglossa,Givetian,Serpukhovian,387.7,323.2,25.11428571,1790.404287
Westonia,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Westonia,Stage 4,Stage 10,514,485.4,17.18235294,614.2201841
Westonisca,Linguliformea,Lingulata,Lingulida,,Linguloidea,Obolidae,Obolinae,Westonisca,Tremadocian,Floian,485.4,470,12.66666667,260.0596216
Diencobolus,Linguliformea,Lingulata,Lingulida,,Linguloidea,Paterulidae,,Diencobolus,Stage 4,Floian,514,470,2.443076923,2.514706993
Paterula,Linguliformea,Lingulata,Lingulida,,Linguloidea,Paterulidae,,Paterula,Floian,Lochkovian,477.7,410.8,4.597826087,14.94657973
Bicarinatina,Linguliformea,Lingulata,Lingulida,,Linguloidea,Pseudolingulidae,,Bicarinatina,Eifelian,Serpukhovian,393.3,323.2,20.236,974.0230534
Pseudolingula,Linguliformea,Lingulata,Lingulida,,Linguloidea,Pseudolingulidae,,Pseudolingula,Dapingian,Hirnantian,470,443.8,70.25,32518.44564
Tarutiglossa,Linguliformea,Lingulata,Lingulida,,Linguloidea,Pseudolingulidae,,Tarutiglossa,Frasnian,Famennian,382.7,358.9,15.17575758,432.8187033
Wadiglossa,Linguliformea,Lingulata,Lingulida,,Linguloidea,Pseudolingulidae,,Wadiglossa,Frasnian,Tournaisian,382.7,346.7,9.978,132.7406687
Canalilatus,Linguliformea,Lingulata,Lingulida,,Linguloidea,Zhanatellidae,,Canalilatus,Drumian,Drumian,504.5,500.5,0.933033033,0.166787605
Fossuliella,Linguliformea,Lingulata,Lingulida,,Linguloidea,Zhanatellidae,,Fossuliella,Stage 3,Stage 10,521,485.4,2.692,3.305680803
Hyperobolus,Linguliformea,Lingulata,Lingulida,,Linguloidea,Zhanatellidae,,Hyperobolus,Tremadocian,Darriwilian,485.4,458.4,28.26875,2499.144943
Rosobolus,Linguliformea,Lingulata,Lingulida,,Linguloidea,Zhanatellidae,,Rosobolus,Tremadocian,Darriwilian,485.4,458.4,7.320689655,55.45168596
Rowellella,Linguliformea,Lingulata,Lingulida,,Linguloidea,Zhanatellidae,,Rowellella,Tremadocian,Hirnantian,485.4,443.8,1.624,0.795408769
Thysanotos,Linguliformea,Lingulata,Lingulida,,Linguloidea,Zhanatellidae,,Thysanotos,Tremadocian,Darriwilian,485.4,458.4,27.775,2378.052008
Tropidoglossa,Linguliformea,Lingulata,Lingulida,,Linguloidea,Zhanatellidae,,Tropidoglossa,Paibian,Stage 10,497,485.4,1.442346939,0.56935372
Wahwahlingula,Linguliformea,Lingulata,Lingulida,,Linguloidea,Zhanatellidae,,Wahwahlingula,Paibian,Dapingian,497,467.3,15.164,431.8741771
Zhanatella,Linguliformea,Lingulata,Lingulida,,Linguloidea,Zhanatellidae,,Zhanatella,Paibian,Stage 10,497,485.4,5.324074074,22.59790961
Bistramia,Linguliformea,Lingulata,Lingulida,,Linguloidea,,,Bistramia,Sandbian,Caradoc,458.4,449,16.63333333,560.4942881
Dignomia,Linguliformea,Lingulata,Lingulida,,Linguloidea,,,Dignomia,Eifelian,Givetian,393.3,382.7,53.7375,15279.97115
Lingulipora,Linguliformea,Lingulata,Lingulida,,Linguloidea,,,Lingulipora,Eifelian,Gzhelian,393.3,298.9,11.19393939,183.5555869
Oxlosia,Linguliformea,Lingulata,Lingulida,,Linguloidea,,,Oxlosia,Floian,Darriwilian,477.7,458.4,7.212048193,53.16330478
Tomasina,Linguliformea,Lingulata,Lingulida,,Linguloidea,,,Tomasina,Floian,Dapingian,477.7,467.3,30.45,3081.630485
Acanthambonia,Linguliformea,Lingulata,Siphonotretida,,Siphonotretoidea,Siphonotretidae,,Acanthambonia,Floian,Hirnantian,477.7,443.8,1.744,0.97242958
Alichovia,Linguliformea,Lingulata,Siphonotretida,,Siphonotretoidea,Siphonotretidae,,Alichovia,Tremadocian,Caradoc,485.4,449,20.97647059,1077.86052
Celdobolus,Linguliformea,Lingulata,Siphonotretida,,Siphonotretoidea,Siphonotretidae,,Celdobolus,Floian,Dapingian,477.7,467.3,3.127710843,5.045481468
Collarotretella,Linguliformea,Lingulata,Siphonotretida,,Siphonotretoidea,Siphonotretidae,,Collarotretella,Floian,Dapingian,477.7,467.3,2.38,2.33596646
Cyrbasiotreta,Linguliformea,Lingulata,Siphonotretida,,Siphonotretoidea,Siphonotretidae,,Cyrbasiotreta,Dapingian,Dapingian,470,467.3,2.489473684,2.651655941
Eosiphonotreta,Linguliformea,Lingulata,Siphonotretida,,Siphonotretoidea,Siphonotretidae,,Eosiphonotreta,Tremadocian,Darriwilian,485.4,458.4,12.02758621,224.7491132
Gorchakovia,Linguliformea,Lingulata,Siphonotretida,,Siphonotretoidea,Siphonotretidae,,Gorchakovia,Furongian,Furongian,497,485.4,0.7408,0.08704476
Helmersenia,Linguliformea,Lingulata,Siphonotretida,,Siphonotretoidea,Siphonotretidae,,Helmersenia,Furongian,Floian,497,470,3.673493976,7.939543051
Karnotreta,Linguliformea,Lingulata,Siphonotretida,,Siphonotretoidea,Siphonotretidae,,Karnotreta,Dapingian,Dapingian,470,467.3,4.650666667,15.43583178
Mesotreta,Linguliformea,Lingulata,Siphonotretida,,Siphonotretoidea,Siphonotretidae,,Mesotreta,Floian,Dapingian,477.7,467.3,7.68,63.47013349
Multispinula,Linguliformea,Lingulata,Siphonotretida,,Siphonotretoidea,Siphonotretidae,,Multispinula,Dapingian,Hirnantian,470,443.8,15.09411765,426.2877248
Nushbiella,Linguliformea,Lingulata,Siphonotretida,,Siphonotretoidea,Siphonotretidae,,Nushbiella,Dapingian,Caradoc,470,449,2.878,3.990682198
Orbaspina,Linguliformea,Lingulata,Siphonotretida,,Siphonotretoidea,Siphonotretidae,,Orbaspina,Rhuddanian,Homerian,443.8,427.4,2.585294118,2.949513787
Schizambon,Linguliformea,Lingulata,Siphonotretida,,Siphonotretoidea,Siphonotretidae,,Schizambon,Age 5,Dapingian,509,467.3,3.254347826,5.642731011
Siphonobolus,Linguliformea,Lingulata,Siphonotretida,,Siphonotretoidea,Siphonotretidae,,Siphonobolus,Tremadocian,Dapingian,485.4,467.3,4.420895522,13.38150535
Siphonotreta,Linguliformea,Lingulata,Siphonotretida,,Siphonotretoidea,Siphonotretidae,,Siphonotreta,Floian,Sandbian,477.7,453,22.30588235,1281.69531
Siphonotretella,Linguliformea,Lingulata,Siphonotretida,,Siphonotretoidea,Siphonotretidae,,Siphonotretella,Tremadocian,Floian,485.4,470,1.1304,0.286456902
Aldanotreta,Linguliformea,Paterinata,Paterinida,,Paterinoidea,Cryptotretidae,,Aldanotreta,Fortunian,Fortunian,541,529,8.892857143,180.0042075
Askepasma,Linguliformea,Paterinata,Paterinida,,Paterinoidea,Cryptotretidae,,Askepasma,Stage 3,Stage 3,521,514,6.486,72.32693481
Cryptotreta,Linguliformea,Paterinata,Paterinida,,Paterinoidea,Cryptotretidae,,Cryptotreta,Fortunian,Fortunian,541,529,11.326,362.0197376
Dzunarzina,Linguliformea,Paterinata,Paterinida,,Paterinoidea,Cryptotretidae,,Dzunarzina,Stage 3,Stage 3,521,514,2.046818182,2.583410448
Salanygolina,Linguliformea,Paterinata,Paterinida,,Paterinoidea,Cryptotretidae,,Salanygolina,Stage 4,Stage 4,514,509,1.918333333,2.142162016
Mickwitzia,Linguliformea,Paterinata,Paterinida,,Paterinoidea,Mickwitziidae,,Mickwitzia,Fortunian,Fortunian,541,529,18.675,1535.262799
Dictyonina,Linguliformea,Paterinata,Paterinida,,Paterinoidea,Paterinidae,,Dictyonina,Fortunian,Stage 10,541,485.4,5.372,41.96231289
Dictyonites,Linguliformea,Paterinata,Paterinida,,Paterinoidea,Paterinidae,,Dictyonites,Floian,Hirnantian,477.7,443.8,4.641,27.50018669
Kolihium,Linguliformea,Paterinata,Paterinida,,Paterinoidea,Paterinidae,,Kolihium,Tremadocian,Tremadocian,485.4,477.7,8.4825,157.0388868
Lacunites,Linguliformea,Paterinata,Paterinida,,Paterinoidea,Paterinidae,,Lacunites,Tremadocian,Tremadocian,485.4,477.7,8.68,167.8361478
Micromitra,Linguliformea,Paterinata,Paterinida,,Paterinoidea,Paterinidae,,Micromitra,Fortunian,Stage 10,541,485.4,3.209,9.470931442
Olenekina,Linguliformea,Paterinata,Paterinida,,Paterinoidea,Paterinidae,,Olenekina,Stage 5,Drumian,509,500.5,1.6668,1.427264484
Paterina,Linguliformea,Paterinata,Paterinida,,Paterinoidea,Paterinidae,,Paterina,Stage 2,Drumian,529,500.5,6.5225,73.50908758
Wynnia,Linguliformea,Paterinata,Paterinida,,Paterinoidea,Paterinidae,,Wynnia,Early Cambrian,Early Cambrian,541,521,6.7075,79.69532801
Apistoconcha,Linguliformea,Paterinata,Paterinida,,Paterinoidea,Tianzhushanellidae,,Apistoconcha,Stage 3,Stage 3,521,514,0.543666667,0.056084953
Aroonia,Linguliformea,Paterinata,Paterinida,,Paterinoidea,Tianzhushanellidae,,Aroonia,Stage 3,Stage 3,521,514,0.76675,0.15143941
Acareorthis,Rhynchonelliformea,Chileata,Chileida,,Matutelloidea,Chileidae,,Acareorthis,Stage 4,Drumian,521,500.5,3.0464,8.14986498
Chile,Rhynchonelliformea,Chileata,Chileida,,Matutelloidea,Chileidae,,Chile,Stage 3,Stage 3,521,514,6.796969697,82.80531343
Kotujella,Rhynchonelliformea,Chileata,Chileida,,Matutelloidea,Matutellidae,,Kotujella,Stage 4,Stage 4,514,509,19.85882353,1833.577364
Matutella,Rhynchonelliformea,Chileata,Chileida,,Matutelloidea,Matutellidae,,Matutella,Stage 3,Drumian,521,500.5,20.51176471,2013.207981
Eichwaldia,Rhynchonelliformea,Chileata,Dictyonellida,,Eichwaldioidea,Eichwaldiidae,,Eichwaldia,Sandbian,Caradoc,458.4,449,15.4,879.5407577
Eodictyonella,Rhynchonelliformea,Chileata,Dictyonellida,,Eichwaldioidea,Eichwaldiidae,,Eodictyonella,Ashgill,Emsian,449,393.3,14.06,676.1408138
Isogramma,Rhynchonelliformea,Chileata,Dictyonellida,,Eichwaldioidea,Isogrammidae,,Isogramma,Tournaisian,Changhsingian,358.9,251.9,101.0875,201883.6668
Megapleuronia,Rhynchonelliformea,Chileata,Dictyonellida,,Eichwaldioidea,Isogrammidae,,Megapleuronia,Asselian,Changhsingian,298.9,251.9,45.175,19702.5194
Schizopleuronia,Rhynchonelliformea,Chileata,Dictyonellida,,Eichwaldioidea,Isogrammidae,,Schizopleuronia,Asselian,Changhsingian,298.9,251.9,128.4875,403675.2006
Agyrekia,Rhynchonelliformea,Kutorginata,Kutorginida,,Kutorginoidea,Kutorginidae,,Agyrekia,Stage 3,Drumian,521,500.5,14.93,804.2054929
Kutorgina,Rhynchonelliformea,Kutorginata,Kutorginida,,Kutorginoidea,Kutorginidae,,Kutorgina,Stage 3,Drumian,521,500.5,3.638,13.60894151
Yorkia,Rhynchonelliformea,Kutorginata,Kutorginida,,Kutorginoidea,Kutorginidae,,Yorkia,Fortunian,Stage 2,541,521,13.705,627.9872304
Eoconcha,Rhynchonelliformea,Kutorginata,Kutorginida,,Nisusioidea,Nisusiidae,,Eoconcha,Fortunian,Drumian,541,500.5,19.02,1618.639761
Khasagtina,Rhynchonelliformea,Kutorginata,Kutorginida,,Nisusioidea,Nisusiidae,,Khasagtina,Stage 2,Stage 3,529,514,2.460666667,4.397835974
Narynella,Rhynchonelliformea,Kutorginata,Kutorginida,,Nisusioidea,Nisusiidae,,Narynella,Stage 4,Drumian,514,500.5,13.84666667,646.9247637
Nisusia,Rhynchonelliformea,Kutorginata,Kutorginida,,Nisusioidea,Nisusiidae,,Nisusia,Stage 3,Drumian,521,500.5,7.606666667,114.6228174
Trematosia,Rhynchonelliformea,Kutorginata,Kutorginida,,Nisusioidea,Nisusiidae,,Trematosia,Fortunian,Stage 2,541,521,15.93,969.8629567
Anomalocalyx,Rhynchonelliformea,Kutorginata,Kutorginida,,,,,Anomalocalyx,Drumian,Drumian,504.5,500.5,1.190465116,0.539789775
Bynguanoia,Rhynchonelliformea,Obolellata,Naukatida,,Naukatoidea,Naukatidae,,Bynguanoia,Drumian,Drumian,504.5,500.5,7.227272727,98.87285599
Naukat,Rhynchonelliformea,Obolellata,Naukatida,,Naukatoidea,Naukatidae,,Naukat,Stage 3,Stage 3,521,514,1.427510917,0.912139508
Oina,Rhynchonelliformea,Obolellata,Naukatida,,Naukatoidea,Naukatidae,,Oina,Stage 3,Stage 3,521,514,5.751515152,51.11027993
Pelmanella,Rhynchonelliformea,Obolellata,Naukatida,,Naukatoidea,Pelmanellidae,,Pelmanella,Stage 4,Stage 4,514,509,6.537037037,73.98340407
Bicia,Rhynchonelliformea,Obolellata,Obolellida,,Obolelloidea,Obolellidae,,Bicia,Fortunian,Stage 2,541,521,4.364179104,23.02356791
Brevipelta,Rhynchonelliformea,Obolellata,Obolellida,,Obolelloidea,Obolellidae,,Brevipelta,Fortunian,Stage 2,541,521,6.18,62.90190772
Ivshinella,Rhynchonelliformea,Obolellata,Obolellida,,Obolelloidea,Obolellidae,,Ivshinella,Stage 3,Stage 3,521,514,9.793939394,237.8917432
Magnicanalis,Rhynchonelliformea,Obolellata,Obolellida,,Obolelloidea,Obolellidae,,Magnicanalis,Fortunian,Stage 2,541,521,10.36666667,280.3402892
Obolella,Rhynchonelliformea,Obolellata,Obolellida,,Obolelloidea,Obolellidae,,Obolella,Stage 3,Stage 3,521,514,10.04848485,256.1959624
Alisina,Rhynchonelliformea,Obolellata,Obolellida,,Obolelloidea,Trematobolidae,,Alisina,Stage 3,Drumian,521,500.5,5.97,56.92297082
Sibiria,Rhynchonelliformea,Obolellata,Obolellida,,Obolelloidea,Trematobolidae,,Sibiria,Stage 3,Stage 3,521,514,13.51764706,603.5043362
Trematobolus,Rhynchonelliformea,Obolellata,Obolellida,,Obolelloidea,Trematobolidae,,Trematobolus,Stage 4,Drumian,514,500.5,12.42941176,473.5587406
Actinoconchus,Rhynchonelliformea,Rhynchonellata,Athyridida,Athyrididina,Athyridoidea,Athyrididae,Athyridinae,Actinoconchus,Famennian,Bashkirian,372.2,315.2,31.69333333,7277.18654
Alvarezites,Rhynchonelliformea,Rhynchonellata,Athyridida,Athyrididina,Athyridoidea,Athyrididae,Athyridinae,Alvarezites,Eifelian,Eifelian,393.3,387.7,38.64,12906.59817
Athyris,Rhynchonelliformea,Rhynchonellata,Athyridida,Athyrididina,Athyridoidea,Athyrididae,Athyridinae,Athyris,Emsian,Serpukhovian,407.6,323.2,19.576,1807.112455
Atrythyris,Rhynchonelliformea,Rhynchonellata,Athyridida,Athyrididina,Athyridoidea,Athyrididae,Athyridinae,Atrythyris,Emsian,Givetian,407.6,382.7,24.75333333,3561.496619
Brimethyris,Rhynchonelliformea,Rhynchonellata,Athyridida,Athyrididina,Athyridoidea,Athyrididae,Athyridinae,Brimethyris,Emsian,Emsian,407.6,393.3,58.02,41805.77438
Bruntonites,Rhynchonelliformea,Rhynchonellata,Athyridida,Athyrididina,Athyridoidea,Athyrididae,Athyridinae,Bruntonites,Eifelian,Eifelian,393.3,387.7,24.17,3324.203939
Eifyris,Rhynchonelliformea,Rhynchonellata,Athyridida,Athyrididina,Athyridoidea,Athyrididae,Athyridinae,Eifyris,Eifelian,Eifelian,393.3,387.7,21.04,2226.099289
Gonathyris,Rhynchonelliformea,Rhynchonellata,Athyridida,Athyrididina,Athyridoidea,Athyrididae,Athyridinae,Gonathyris,Pragian,Pragian,410.8,407.6,7.1,96.26875678
Imacanthyris,Rhynchonelliformea,Rhynchonellata,Athyridida,Athyrididina,Athyridoidea,Athyrididae,Athyridinae,Imacanthyris,Lochkovian,Lochkovian,419.2,410.8,30.28,6377.959571
Johnsonathyris,Rhynchonelliformea,Rhynchonellata,Athyridida,Athyrididina,Athyridoidea,Athyrididae,Athyridinae,Johnsonathyris,Famennian,Famennian,372.2,358.9,7.37,107.2383617
